0.5 0 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
0.5 0.1 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
0.5 0.2 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
0.5 0.3 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
0.5 0.4 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
0.5 0.5 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
0.5 0.6 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
0.5 0.7 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
0.5 0.8 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
0.5 0.9 0 0 1000.0 0 0 0 0 0 0 0 1.839 0.786 0.270 0 0 0 0 0 0 0 0 0 0 0 0.0
